location,total_sqft,bath,price,rooms
Jalahalli,1478,2.0,125.0,2.0
Chandapura,645,1.0,16.45,1.0
Hebbal,823,2.0,50.63,2.0
Abbigere,880,2.0,35.0,2.0
KR Puram,600,5.0,75.0,4.0
Budigere,1991,4.0,100.0,3.0
TC Palaya,1100,3.0,50.0,3.0
Gubbalala,1745,3.0,115.0,3.0
HAL 2nd Stage,1226,3.0,135.0,2.0
Begur Road,680,4.0,68.0,3.0
 Devarabeesana Halli,1100,2.0,70.0,2.0
Banashankari Stage VI,1200,4.0,195.0,4.0
5th Phase JP Nagar,1450,2.0,58.0,2.0
Singasandra,3366,4.0,120.0,4.0
Sahakara Nagar,1150,2.0,54.0,2.0
Kanakpura Road,1843,3.0,95.84,3.0
Banashankari Stage VI,2200,4.0,195.0,4.0
Bommanahalli,1090,3.0,44.0,2.0
Kaggadasapura,1132,2.0,42.0,2.0
Hulimavu,1375,2.0,80.0,2.0
7th Phase JP Nagar,1500,5.0,220.0,4.0
Thanisandra,760,1.0,50.3,1.0
Kaggadasapura,1180,2.0,65.0,2.0
Jigani,918,2.0,45.0,2.0
Rachenahalli,600,5.0,50.0,5.0
Margondanahalli,1200,1.0,53.0,2.0
HSR Layout,1372,2.0,61.0,2.0
1st Block HRBR Layout,2400,7.0,355.0,7.0
Ardendale,1728,3.0,95.0,3.0
Malleshwaram,2215,3.0,275.0,3.0
BTM 2nd Stage,1200,2.0,80.0,2.0
6th Phase JP Nagar,1280,2.0,56.0,2.0
Hulimavu,800,4.0,110.0,4.0
Byrasandra,1455,2.0,56.0,3.0
 Rachenahalli,440,1.0,28.0,1.0
Kanakpura Road,1500,3.0,97.0,3.0
Whitefield,1800,3.0,110.0,3.0
Mysore Road,1525,3.0,96.0,3.0
Rachenahalli,1204,2.0,38.5,2.0
Old Madras Road,1225,2.0,53.55,2.0
Kalyan nagar,800,6.0,98.0,6.0
Bannerghatta Road,1650,3.0,122.0,3.0
Electronic City,880,2.0,18.0,3.0
Bikasipura,4200,4.0,255.0,4.0
Tippenahalli,1200,2.0,55.0,2.0
Sarjapur  Road,1152,4.0,230.0,4.0
9th Phase JP Nagar,1005,2.0,42.0,2.0
Whitefield,1562,3.0,103.0,3.0
Devanahalli,5000,5.0,395.0,4.0
Babusapalaya,810,5.0,95.0,6.0
Ramamurthy Nagar,1200,2.0,42.0,2.0
Kasavanhalli,1555,3.0,82.5,3.0
KR Puram,1550,2.0,71.0,2.0
Whitefield,1190,2.0,67.0,2.0
Chikkalasandra,1070,2.0,50.0,2.0
Sarjapur  Road,1200 - 2400,,28.785,
Jalahalli East,1020,2.0,42.48,2.0
Yelahanka,1610,3.0,115.0,3.0
Prestige Sunrise,700,1.0,41.0,1.0
Akshaya Vana,1300,2.0,49.0,3.0
Hebbal,1420,2.0,123.0,2.0
Vidyaranyapura,1200,9.0,100.0,9.0
Hebbal,1069,3.0,65.4,3.0
Marathahalli,1900,3.0,123.0,3.0
Old Airport Road,1655,2.0,97.65,2.0
Uttarahalli,1155,2.0,40.42,2.0
Sarjapur  Road,1300,2.0,70.0,3.0
Electronic City,1100,2.0,45.0,2.0
Doddathoguru,1030,2.0,42.0,2.0
Vittasandra,2105,2.0,70.2,2.0
Bhoganhalli,1700,3.0,126.0,3.0
Jakkur,1760,3.0,139.0,3.0
Kadugodi,6200,9.0,200.0,9.0
1st Stage Indira Nagar,1400,2.0,67.0,2.0
Srigandada Kaval,1200,2.0,53.0,2.0
Bannerghatta Road,912,2.0,55.0,2.0
Whitefield,1102,2.0,48.0,2.0
Channasandra Layout,1535,3.0,55.0,3.0
Haralur Road,1243,2.0,46.0,2.0
Jigani,918,2.0,63.2,2.0
Begur Road,1500,2.0,70.0,3.0
Mathikere Extension,3000,3.0,250.0,3.0
Kasavanhalli,1476,3.0,89.0,3.0
Mysore Road,1200,2.0,65.0,2.0
Vijayanagar,606,1.0,34.78,1.0
Viswajit Layout,1100,2.0,61.0,2.0
Garudachar Palya,1295,2.0,59.5,3.0
Neeladri Nagar,527,1.0,26.0,1.0
OMBR Layout,1300,2.0,80.0,2.0
Bommanahalli,680,4.0,68.0,3.0
Adityanagar,1260,1.0,41.0,1.0
Koramangala,1140,2.0,75.2,2.0
BDS Layout,1500,1.0,37.5,1.0
Whitefield,2321,4.0,128.0,3.0
Sarjapur  Road,1390,2.0,62.0,2.0
Sarjapur  Road,1725,3.0,90.0,3.0
Hebbal,3067,4.0,310.0,4.0
Hennur Road,1186,2.0,63.0,3.0
Kanakpura Road,1230,2.0,85.0,2.0
 Mysore Highway,600,1.0,17.0,1.0
Yeshwanthpur,1313,3.0,96.0,3.0
TC Palaya,900,2.0,55.0,2.0
Ambalipura,1250,2.0,66.25,2.0
HBR Layout,1200,6.0,280.0,9.0
Binny Pete,660,1.0,54.0,1.0
Basavangudi,1036,2.0,105.0,2.0
Koramangala,2700,4.0,450.0,4.0
Old Madras Road,1100,2.0,70.0,2.0
Devanahalli,1500 - 2400,,46.8,
BTM 2nd Stage,1500,2.0,450.0,4.0
Singasandra,525,5.0,56.0,4.0
Electronics City Phase 1,1015,2.0,56.0,2.0
Gottigere,812,1.0,26.0,1.0
Narayana Nagar 1st Block,1360,2.0,65.0,3.0
Nehru Nagar,2167,3.0,170.0,3.0
Raja Rajeshwari Nagar,1200,2.0,35.0,2.0
Gopalkrishna Nagar,1165,2.0,75.0,2.0
BTM 2nd Stage,1274,2.0,70.0,2.0
Raja Rajeshwari Nagar,1151,2.0,39.02,2.0
Vidyaranyapura,1060,6.0,110.0,6.0
Thubarahalli,1626,2.0,120.0,3.0
Banashankari Stage V,1035,2.0,35.77,2.0
Shanthi Layout,1272,4.0,75.0,3.0
Jeevan bima nagar,965,2.0,45.0,2.0
Esther Enclave Layout,1600,5.0,140.0,5.0
Kothannur,1070,2.0,42.79,2.0
Raja Rajeshwari Nagar,1570,2.0,65.0,3.0
Volagerekallahalli,117Sq. Yards,2.0,38.0,2.0
Keerthi Layout,780,2.0,25.0,2.0
Ganga Nagar Extension,1000,2.0,65.0,3.0
9th Phase JP Nagar,1200,3.0,188.0,4.0
Tindlu,7500,7.0,400.0,7.0
5th Phase JP Nagar,1700,2.0,100.0,3.0
Haralur Road,1850,3.0,110.0,3.0
Kereguddadahalli,904,2.0,30.0,2.0
Shikaripalya,1121,2.0,43.72,2.0
7th Phase JP Nagar,1385,2.0,58.17,3.0
Sahakara Nagar,1270,2.0,69.85,2.0
Kanakpura Road,1450,3.0,56.0,3.0
Huttanahalli,2400,4.0,325.0,3.0
Mahadevpura,730,1.0,35.0,1.0
Raja Rajeshwari Nagar,1580,3.0,53.56,3.0
Thanisandra,1111,2.0,50.0,2.0
Kengeri,1125,2.0,88.0,4.0
Varthur,977,2.0,36.0,2.0
Gunjur Palya,674,1.0,19.9,2.0
Nagarbhavi,600,3.0,83.0,3.0
Sarjapur,2540,4.0,115.0,4.0
Jakkur,1290,2.0,100.0,2.0
Kumaraswami Layout,600,3.0,98.0,3.0
Abbigere,795,2.0,32.54,2.0
Kanakpura Road,700,1.0,35.0,2.0
Ambedkar Colony,1463,1.0,142.0,2.0
Vijayanagar,1000,3.0,140.0,3.0
Reliable Woods Layout,1306,2.0,58.0,3.0
4th T block Jayanagar,2401,3.0,185.0,3.0
Bommenahalli,1670,3.0,135.0,4.0
Jayanagar,1875,2.0,235.0,3.0
Marsur,1200,3.0,90.0,3.0
Dodda Nekkundi,1804,3.0,121.0,3.0
1st Phase JP Nagar,2065,4.0,210.0,3.0
Hoskote,1225,3.0,40.0,3.0
Thanisandra,934 - 1437,2.0,58.68,2.0
Bellandur,900,2.0,56.0,2.0
Binny Pete,1350,2.0,91.0,2.0
Kaggalipura,700,1.0,36.0,1.0
Mysore Road,980 - 1030,2.0,35.175,2.0
Poorna Pragna Layout,1160,2.0,46.39,2.0
Hennur Road,1680,3.0,99.27,3.0
LB Shastri Nagar,1043,2.0,55.0,2.0
Hoskote,1200,4.0,120.0,4.0
Hebbal,1040,2.0,46.0,2.0
Tindlu,1357,2.0,65.0,3.0
Nayandanahalli,1600,7.0,104.0,7.0
Vibhutipura Extension,1225,2.0,47.0,2.0
Sunkadakatte,1500,6.0,80.0,9.0
Yelachenahalli,1130,2.0,40.0,2.0
Basavangudi,2500,4.0,150.0,4.0
Sultan Palaya,1700,3.0,120.0,3.0
Doddathoguru,1549,3.0,65.0,3.0
Yeshwanthpur,1400,2.0,100.0,2.0
Dodda Nekkundi,1080,2.0,50.0,2.0
Ulsoor,1180,2.0,100.0,2.0
Chandra Layout,780,7.0,150.0,7.0
Domlur,1800,3.0,150.0,3.0
Haralur Road,1225,2.0,67.38,2.0
Chandra Layout,890,1.0,75.0,1.0
Abbigere,1005,2.0,39.59,2.0
Whitefield,1320,2.0,95.0,2.0
Anandapura,1475,2.0,50.0,4.0
Kudlu Gate,1564 - 1850,,99.745,3.0
Hagadur,1110,2.0,51.0,2.0
Popular Colony,1300,2.0,54.0,2.0
Vajarahalli,600,3.0,86.0,5.0
Electronic City,1128,2.0,65.35,2.0
Jakkur,1452.19,2.0,100.0,2.0
8th block Koramangala,2400,3.0,290.0,3.0
Banashankari,2600,4.0,135.0,3.0
Sarakki Nagar,2500,4.0,325.0,3.0
Sanjay nagar,630,1.0,35.0,2.0
Hosa Road,1243,2.0,48.5,2.0
Soundarya Layout,960,2.0,32.0,2.0
"Banashankari 6th Stage ,Subramanyapura",1690,3.0,100.0,3.0
Whitefield,735,2.0,35.0,2.0
Banaswadi,1365,2.0,73.0,2.0
Rajaji Nagar,2849,5.0,300.0,5.0
Hebbal,1420,2.0,99.39,2.0
Somasundara Palya,1570,3.0,68.0,3.0
Bisuvanahalli,850,1.0,32.0,2.0
7th Phase JP Nagar,1575,2.0,110.0,3.0
Thigalarapalya,1418,2.0,104.0,2.0
Uttarahalli,1050,2.0,42.0,2.0
Hennur Road,1065,2.0,42.6,2.0
Ulsoor,1340,3.0,90.0,3.0
Yelahanka New Town,1610,3.0,92.0,3.0
Electronic City Phase II,1160,2.0,33.5,2.0
Kudlu,1092,2.0,44.0,2.0
Parappana Agrahara,1194,2.0,47.0,2.0
Yelahanka,1455,3.0,61.5,3.0
Abbigere,734,1.0,19.82,1.0
Samethanahalli,799,2.0,38.0,2.0
Whitefield,1896,3.0,75.0,3.0
Ardendale,1100,2.0,48.0,2.0
Bellandur,1350,2.0,79.0,2.0
Amarjyothi Colony,1355,3.0,61.0,3.0
Electronic City,1128,2.0,65.0,2.0
Pattanagere,1350,2.0,90.0,2.0
Cunningham Road,3875,3.0,864.0,3.0
Kasavanhalli,1493,3.0,82.0,3.0
8th Phase JP Nagar,1098,2.0,43.91,2.0
Banashankari,1900,2.0,170.0,3.0
Dollars Layout,1460,3.0,88.0,3.0
Frazer Town,2350,4.0,285.0,3.0
Horamavu Banaswadi,1600,5.0,140.0,5.0
Varthur,1091,2.0,32.0,2.0
Yelahanka,1180,2.0,42.0,2.0
Kanakpura Road,1366,3.0,76.85,2.0
RMV Extension,1685,3.0,95.0,3.0
Koramangala,1260,2.0,100.0,2.0
Whitefield,3010,3.0,200.0,3.0
Ramamurthy Nagar,1330,4.0,140.0,3.0
Mallasandra,1200,2.0,130.0,2.0
Whitefield,1346,2.0,96.17,2.0
Chandapura,630,1.0,13.86,1.0
Sarjapur  Road,1446 - 1506,,98.94,3.0
7th Phase JP Nagar,1850,3.0,140.0,3.0
Frazer Town,2350,2.0,423.0,5.0
Electronic City,755,1.0,34.0,2.0
Basaveshwara Nagar Yelahanka,800,5.0,98.0,5.0
Parappana Agrahara,1194,2.0,46.0,2.0
Whitefield,3850,5.0,316.0,3.0
Hebbal,4235,4.0,365.0,4.0
Kurubarahalli,800,1.0,52.0,1.0
Rachenahalli,2250,3.0,195.0,3.0
Vijayanagar,1352,2.0,68.0,2.0
Thanisandra,2002,3.0,112.0,3.0
Bileshivale,4000,5.0,280.0,4.0
Kaval Byrasandra,1060,2.0,45.0,2.0
Kanakpura Road,1419.59,2.0,59.0,3.0
Raja Rajeshwari Nagar,1196,2.0,51.15,2.0
Electronic City,1220,2.0,35.24,3.0
Electronics City Phase 1,1595,3.0,75.0,3.0
Banashankari,1260,2.0,75.0,2.0
Hebbal,1100,2.0,47.0,2.0
Frazer Town,1550,2.0,140.0,2.0
ISRO Layout,1180,2.0,52.0,2.0
Electronic City,4000,5.0,150.0,4.0
Akshaya Nagar,1662,3.0,85.0,3.0
Hennur,1285,2.0,60.0,2.0
Akshaya Nagar,1080,4.0,75.0,4.0
Ambedkar Nagar,1862,3.0,119.0,3.0
Raja Rajeshwari Nagar,1419,2.0,48.0,2.0
Whitefield,1410,3.0,43.71,3.0
Raja Rajeshwari Nagar,1560,2.0,62.4,3.0
Chikkabettahalli,1100,4.0,150.0,5.0
Thanisandra,1634,3.0,78.0,3.0
Ambedkar Nagar,5530,5.0,627.0,5.0
Whitefield,1150,2.0,44.0,3.0
Ashirvad Colony,1100,2.0,53.0,2.0
Yelahanka,1616,3.0,65.0,3.0
Nagavarapalya,1392,2.0,99.0,2.0
Jakkur,1798,3.0,120.0,3.0
Babusapalaya,1675,3.0,75.0,3.0
Bhuvaneswari Nagar,792,2.0,70.0,2.0
Varanasi,2000,4.0,103.0,5.0
Hongasandra,600,7.0,89.0,7.0
Hebbal,1700,3.0,124.0,3.0
Hulimavu,1248,2.0,69.0,2.0
Kalkere,1147,2.0,54.0,2.0
Sultan Palaya,1100,2.0,40.0,2.0
Vijayanagar,1527,3.0,115.0,3.0
Shantiniketan Layout,2400,5.0,235.0,5.0
Kanakpura Road,525,1.0,25.0,1.0
Kaggadasapura,1100,2.0,58.0,2.0
Seegehalli,1118,2.0,37.5,2.0
Kanakapura,1476,3.0,75.0,3.0
Gopal Reddy Layout,2100,3.0,75.0,3.0
Roopena Agrahara,1215,2.0,46.5,3.0
Ambalipura,1332,2.0,79.0,2.0
Hennur Road,1350,2.0,49.0,2.0
Kothannur,600,4.0,81.0,4.0
Haralur Road,1243,2.0,46.0,2.0
NGR Layout,1105,2.0,49.73,2.0
Padmanabhanagar,1500,2.0,200.0,3.0
Kasavanhalli,1200,2.0,50.0,2.0
Ramagondanahalli,1251,2.0,47.4,2.0
Kambipura,883,2.0,45.0,2.0
Pai Layout,1400,2.0,67.0,3.0
Rajaji Nagar,1800,3.0,260.0,3.0
Hegde Nagar,1703,3.0,113.0,3.0
NRI Layout,2500,5.0,130.0,5.0
Varthur,1250,3.0,71.0,3.0
Jigani,933,2.0,43.0,2.0
sankeswari,461.82,1.0,31.7,1.0
Brookefield,1262,2.0,75.0,2.0
Yelahanka,915,2.0,48.0,2.0
Panathur,1370,2.0,61.5,3.0
Malleshpalya,1210,2.0,55.0,2.0
Kodihalli,2392,4.0,260.0,3.0
T c palya,1500,2.0,85.0,3.0
Govindraja Nagar,1065,2.0,50.0,2.0
Rajaji Nagar,3100,4.0,570.0,4.0
Ramamurthy Nagar,1515,3.0,65.0,3.0
Sarjapura - Attibele Road,1800,4.0,110.0,4.0
Thanisandra,1445,2.0,40.31,3.0
Uttarahalli,1300,2.0,55.0,3.0
Vijayanagar,989,2.0,60.0,2.0
Jakkur,1300,2.0,85.0,2.0
Chandapura,1185,2.0,30.22,3.0
Battarahalli,1350,3.0,110.0,5.0
Marathahalli,1045,2.0,60.0,2.0
Virat Nagar,1205,2.0,42.18,2.0
Chennammanakere Achukattu,1260,2.0,75.0,2.0
Devanahalli Road,1320,5.0,199.0,5.0
Ulsoor,1500,2.0,125.0,3.0
Bommanahalli,1250,2.0,42.5,3.0
"Maragondana Halli, kr puram, old madras road",1199,2.0,50.0,2.0
Hennur Road,1385,2.0,83.09,2.0
Dhanalakshmi Layout,1222,5.0,250.0,6.0
Lakshminarayana Pura,1149,2.0,75.0,2.0
Sarjapur  Road,2180,3.0,170.0,3.0
TC Palaya,1200,7.0,110.0,8.0
Jp nagar 8th Phase .,12000,12.0,525.0,10.0
Thurahalli,1200,5.0,195.0,5.0
Hulimavu,1818,3.0,135.0,3.0
Volagerekallahalli,1070,2.0,33.0,2.0
Rajaji Nagar,1640,3.0,241.0,3.0
Nagarbhavi,1350,2.0,54.6,3.0
Chandapura,630,1.0,27.0,2.0
Hoodi,1430,2.0,113.0,2.0
Nagavara,2430,4.0,180.0,3.0
Nobo Nagar,1500,7.0,220.0,6.0
Sarjapur  Road,1084,2.0,55.0,2.0
Hennur Road,1186,2.0,56.0,3.0
Kengeri,1255,2.0,50.0,2.0
Haralur Road,3400,5.0,240.0,4.0
Hosa Road,1541,3.0,69.84,3.0
Iblur Village,3596,5.0,282.0,4.0
Raja Rajeshwari Nagar,1295,2.0,70.0,2.0
Kasavanhalli,1000,4.0,110.0,3.0
Sanjeevini Nagar,2820,3.0,285.0,3.0
7th Phase JP Nagar,1370,2.0,54.79,3.0
Electronic City,1100,2.0,40.0,2.0
Hebbal,4772,6.0,510.0,4.0
Rajaji Nagar,1370,2.0,170.0,2.0
7th Phase JP Nagar,1370,2.0,54.79,3.0
JP Nagar,1200,2.0,62.0,2.0
Gunjur,2000,3.0,95.0,4.0
9th Phase JP Nagar,3500,4.0,300.0,4.0
2nd Stage Nagarbhavi,1200,4.0,240.0,5.0
Kengeri,2400,5.0,253.0,4.0
Sarjapur  Road,1220,3.0,62.0,3.0
Kanakapura Road,1950,3.0,130.0,3.0
Somasundara Palya,1178,2.0,73.0,2.0
Dasanapura,1286,3.0,61.44,3.0
Begur Road,1160,2.0,42.0,2.0
Jigani,918,2.0,55.0,2.0
Electronic City,1563,3.0,91.84,3.0
Govindpura,1326,2.0,62.17,2.0
3rd Block Jayanagar,1350,2.0,140.0,3.0
Hebbal,3960,5.0,386.0,4.0
Begur Road,1240,2.0,39.06,2.0
Kaggadasapura,1325,2.0,50.0,2.0
Sonnenahalli,1100,2.0,44.0,2.0
Cunningham Road,3875,3.0,800.0,3.0
Gollarapalya Hosahalli,1605,3.0,50.0,3.0
Hennur Road,5600,5.0,515.0,5.0
Somasundara Palya,1260,2.0,60.0,2.0
Hoodi,1553,3.0,83.09,3.0
Whitefield,1280,2.0,52.0,2.0
Hebbal,1550,2.0,75.0,3.0
Arekere,1445,2.0,125.0,3.0
Murugeshpalya,1550,3.0,74.0,3.0
Electronics City Phase 1,1515,2.0,80.91,3.0
Hosa Road,1332,2.0,86.12,3.0
Electronic City,1652,3.0,70.0,3.0
Hegde Nagar,1570,3.0,105.0,3.0
Sarjapur  Road,5400,4.0,725.0,4.0
Sector 2 HSR Layout,794,1.0,60.0,1.0
Seegehalli,1200,2.0,62.0,3.0
7th Phase JP Nagar,3600,3.0,410.0,4.0
Hosakerehalli,1200,3.0,175.0,3.0
JP Nagar,1650,3.0,220.0,4.0
Chandra Layout,600,2.0,85.0,4.0
HRBR Layout,2800,3.0,250.0,3.0
Sarjapur  Road,1750,3.0,110.0,3.0
Hebbal,1053,2.0,48.0,2.0
Kanakpura Road,1100,3.0,53.0,3.0
Kadubeesanahalli,1665,3.0,70.0,3.0
Outer Ring Road East,4051,4.0,345.0,4.0
Malleshwaram,5500,5.0,1500.0,4.0
Bommasandra,1447,3.0,80.0,3.0
Balagere,1012,2.0,75.0,2.0
Malleshpalya,1900,3.0,60.0,3.0
Narayanapura,1308,2.0,92.66,2.0
Green Glen Layout,3250,4.0,230.0,4.0
Hormavu,1351,2.0,53.0,1.0
Electronic City,1000,2.0,22.0,2.0
J P Nagar 7th Phase Ramayya City,1200,4.0,350.0,4.0
Gunjur,1140,2.0,49.11,2.0
Jakkur,2249.81 - 4112.19,4.0,260.5,4.0
Uttarahalli,1250,2.0,55.0,3.0
Kanakapura,1290,3.0,45.15,3.0
Ambedkar Nagar,1424,2.0,90.0,2.0
Garudachar Palya,1320,2.0,60.6,3.0
Akshaya Nagar,1662,3.0,85.5,3.0
Shanthala Nagar,8321,5.0,2700.0,5.0
Begur Road,1200,2.0,45.0,2.0
Koramangala,1975,3.0,210.0,3.0
Garudachar Palya,1295,2.0,59.5,3.0
Battarahalli,1777,3.0,100.0,3.0
Kadugodi,1900,3.0,108.0,3.0
Anandapura,1576,3.0,59.1,3.0
Sompura,1020,2.0,41.0,2.0
Green Domain Layout,2100,3.0,170.0,3.0
Raja Rajeshwari Nagar,648,1.0,31.75,1.0
Neeladri Nagar,1167,2.0,38.0,3.0
Vyalikaval,1000,7.0,160.0,7.0
Hoodi,1220,2.0,50.89,2.0
Kogilu,2350,5.0,327.0,3.0
Vittasandra,1259,2.0,67.4,2.0
Gottigere,2000,4.0,82.0,4.0
8th Phase JP Nagar,1800,3.0,80.0,3.0
Cleveland Town,1991,3.0,160.0,3.0
Bannerghatta,1665,3.0,110.0,3.0
"Hoodi Circle, ",1234,2.0,61.0,2.0
Mysore Road,1340,2.0,64.31,3.0
Banashankari,1170,2.0,46.79,2.0
Electronics City Phase 1,995,2.0,46.0,2.0
Old Airport Road,1075,2.0,60.0,2.0
Electronic City,1025,2.0,54.5,2.0
Rachenahalli,2721,3.0,113.0,3.0
Thanisandra,2000,3.0,99.0,3.0
Whitefield,2500,4.0,155.0,4.0
Mallasandra,1325,2.0,70.0,2.0
Kadugodi,1314,2.0,68.2,2.0
Kanakpura Road,2265,3.0,136.0,3.0
7th Phase JP Nagar,4800,7.0,170.0,7.0
Yelahanka,1026,2.0,41.0,2.0
Syndicate Bank Colony,1200,3.0,66.0,3.0
Kada Agrahara,2220,4.0,65.0,3.0
KR Puram,1070 - 1315,2.0,51.22,2.0
Hebbal,1420,2.0,99.39,2.0
Sarjapur  Road,1888,4.0,95.0,3.0
JP Nagar,1300,2.0,90.87,2.0
Rajaji Nagar,1216,2.0,97.16,2.0
"Off Sarjapur road, ",3000,4.0,342.0,4.0
Begur,1559,3.0,63.0,3.0
Harlur,1290,2.0,87.0,2.0
M C Layout,2400,6.0,245.0,6.0
Whitefield,905,1.0,55.0,1.0
Nanjappa Layout,1069,2.0,55.0,2.0
Sarjapura - Attibele Road,829,2.0,22.8,2.0
Koramangala,1900,2.0,200.0,2.0
Dodda Banaswadi,3040Sq. Meter,5.0,140.0,5.0
Sarjapur  Road,1300,3.0,60.0,3.0
Channasandra,1115,2.0,33.45,2.0
Rajaji Nagar,2409,3.0,360.0,3.0
Ambedkar Nagar,2150,4.0,125.0,3.0
Marathahalli,1305,2.0,69.0,3.0
Kanakpura Road,1252,2.0,56.32,2.0
Hosakerehalli,2400,5.0,250.0,5.0
Whitefield,1200,2.0,46.13,2.0
Koramangala,1750,3.0,130.0,3.0
Electronic City Phase II,545,1.0,35.0,2.0
BEL Layout,1375,2.0,105.0,2.0
Subramanyapura,1313,2.0,66.5,2.0
Attibele,3640,4.0,275.0,4.0
Akshayanagara East,1693,3.0,108.0,3.0
JCR Layout,1160,2.0,41.75,2.0
Sri Kanteshwara Nagar,1200,3.0,200.0,3.0
Subramanyapura,1255,2.0,79.0,3.0
KR Puram,1000,4.0,75.0,4.0
Bellari Road,900,2.0,45.0,2.0
Yelahanka New Town,1700,3.0,90.0,3.0
Indira Nagar,1875,3.0,180.0,3.0
Uttarahalli,1700,3.0,88.0,3.0
Harlur,1749,3.0,115.0,3.0
Dasanapura,1500,3.0,65.0,2.0
Varanasi,1175,2.0,48.0,2.0
Akshaya Nagar,1280,2.0,60.0,2.0
Abbaiah Reddy Layout,1200,2.0,50.0,2.0
Ramagondanahalli,1610,2.0,115.0,3.0
Electronic City,1070,2.0,46.0,2.0
TC Palaya,1200,2.0,66.0,2.0
9th Phase JP Nagar,1127,2.0,50.0,2.0
Indira Nagar,1210,2.0,102.0,2.0
Jyothi Nagar,600,2.0,23.0,2.0
Thigalarapalya,4190,4.0,380.0,4.0
Tata Nagar,1364,2.0,70.0,2.0
Whitefield,2268,3.0,146.0,4.0
RK Layout 2nd Stage,1150,2.0,77.5,3.0
Tirumanahalli,1146,2.0,39.5,2.0
Magadi Road,1345,2.0,55.0,2.0
Mylasandra,1110,2.0,41.0,2.0
Kengeri,750,2.0,36.0,2.0
Motappa Layout,1156,2.0,49.5,2.0
Pattandur Agrahara,1247,2.0,59.8,2.0
Mangammanapalya,1058,2.0,60.0,2.0
Kaggalipura,950,2.0,48.0,2.0
Vasanthapura,420,2.0,35.0,2.0
BTM 1st Stage,600,2.0,90.0,4.0
Vijayanagar,1520,2.0,103.0,3.0
Marathahalli,1215,2.0,58.86,2.0
Raghuvanahalli,900,1.0,30.0,1.0
Hennur Road,2350,3.0,174.0,3.0
Thanisandra,1050,2.0,46.0,2.0
 Devarabeesana Halli,1672,3.0,150.0,3.0
Laggere,2800,5.0,125.0,5.0
MCECHS  layout,1500,2.0,65.0,3.0
Geddalahalli,1400,2.0,65.0,2.0
Whitefield,500Sq. Yards,4.0,378.0,4.0
8th Phase JP Nagar,2700,4.0,130.0,4.0
Bommasandra,920,2.0,37.46,2.0
Sarjapur  Road,1200,3.0,70.0,3.0
Brindavan Nagar,1250,3.0,139.0,3.0
Hosakerehalli,1817,4.0,153.0,3.0
Cooke Town,2043,6.0,375.0,5.0
HSR Layout,1140,2.0,46.0,2.0
Yelahanka,4346,4.0,450.0,4.0
Haralur Road,1464,2.0,56.0,2.0
Ambedkar Colony,1468,3.0,130.0,2.0
Electronics City Phase 1,1555,2.0,82.0,3.0
Munnekollal,1200,4.0,110.0,6.0
Whitefield,1150,2.0,55.0,2.0
Kadubeesanahalli,970,2.0,35.0,2.0
Banashankari,2500,4.0,95.0,4.0
Seetharampalya,1166,2.0,53.0,2.0
Konanakunte,2779,3.0,317.0,3.0
Electronic City,1350,3.0,58.0,3.0
Mariyannapalya,900,2.0,46.0,2.0
7th Phase JP Nagar,1300,2.0,52.0,3.0
Kanaka Nagar,1190,3.0,55.0,3.0
Kodichikkanahalli,1495,2.0,75.0,3.0
Indira Nagar,1224,2.0,105.0,2.0
Banashankari Stage III,1350,2.0,68.0,3.0
Green Glen Layout,940,2.0,56.8,2.0
Raja Rajeshwari Nagar,1100,2.0,55.0,2.0
Kaikondrahalli,1300,2.0,61.0,2.0
Palace Road,1480,2.0,145.0,3.0
Hoodi,1105,2.0,46.37,2.0
Sarjapur  Road,2600,3.0,200.0,3.0
Yelahanka,1517,3.0,76.3,3.0
Horamavu Banaswadi,3800,8.0,200.0,6.0
Jalahalli,1615,3.0,89.75,3.0
MCECHS  layout,1500,3.0,65.0,3.0
Mysore Road,1082,3.0,50.5,3.0
Marathahalli,1365,2.0,73.0,2.0
Electronic City,1000,2.0,25.0,2.0
CV Raman Nagar,1392,2.0,98.0,2.0
Kodigehalli,1086,2.0,33.66,2.0
Hennur Road,1586,3.0,93.94,3.0
Hennur,1100,2.0,60.0,2.0
Electronic City Phase II,1065,2.0,30.75,2.0
TC Palaya,1500,2.0,120.0,3.0
7th Phase JP Nagar,1575,2.0,120.0,3.0
Hennur Road,1975,3.0,123.0,3.0
Nelamangala,820,2.0,24.0,2.0
Gubbalala,1745,3.0,110.0,3.0
Nagarbhavi,1223,2.0,60.0,2.0
Ananth Nagar,1200,2.0,65.0,3.0
Basaveshwara Nagar,1200,2.0,90.0,2.0
Binny Pete,665,1.0,46.08,1.0
Bharathi Nagar,1351,2.0,70.0,2.0
Hebbal,1355,3.0,83.87,3.0
Sector 7 HSR Layout,3900,3.0,300.0,3.0
Thanisandra,1588,3.0,75.55,3.0
Amruthahalli,900,2.0,60.0,2.0
Bhuvaneshwari Nagar,440,3.0,50.0,3.0
Harlur,3385,4.0,260.0,4.0
Panathur,1370,2.0,75.0,3.0
Whitefield,1500,3.0,71.8,3.0
Pulikeshi Nagar,2280,3.0,285.0,3.0
Kanakpura Road,1100,3.0,53.0,3.0
Hoodi,1247,2.0,53.0,2.0
Domlur Layout,2000,3.0,200.0,3.0
Balagere,1020.07,2.0,68.38,2.0
Gunjur Palya,1033,2.0,32.0,3.0
